seed_id,citing_openalex_id,citing_doi,citing_mag,citing_pmid,citing_year,citing_decade,citing_type,citing_type_crossref,citing_is_retracted,citing_language,citing_cited_by_count,citing_primary_topic,citing_primary_field,citing_primary_subfield,citing_primary_source,citing_is_oa,citing_oa_url,citing_title,cites_target_ids,cites_n_target_editions
schumacher_1974_small_is_beautiful,https://openalex.org/W2335643285,,2335643285,,2013,2010s,article,,False,en,3,Urban Planning and Governance,Social Sciences,Urban Studies,,False,,"Sustainable Urban Development and the Political Economy of Growth in Phoenix, Arizona",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2485110809,https://doi.org/10.1057/978-1-137-59780-9_6,2485110809,,2016,2010s,book-chapter,,False,en,3,Global trade and economics,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",Palgrave Macmillan UK eBooks,False,,Advantages of Backwardness and Linkage Effects: The Steel Industry in Asia,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2496615478,https://doi.org/10.1201/9780203971284.ch38,2496615478,,2003,2000s,book-chapter,,False,en,3,Mining and Resource Management,Engineering,Building and Construction,,False,,How Beautiful is Small-Scale Mining? Evidence from Small-Scale and Artisanal Gold Mining in Ecuador,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2502490620,https://doi.org/10.1007/978-1-349-04486-3_15,2502490620,,1979,1970s,book-chapter,,False,en,3,State Capitalism and Financial Governance,"Business, Management and Accounting",Strategy and Management,Palgrave Macmillan UK eBooks,False,,"Interests, Hopes and Fears — Can We Change the Future?",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2503293261,https://doi.org/10.1007/978-1-349-62835-3_8,2503293261,,2000,2000s,book-chapter,,False,en,3,Global Peace and Security Dynamics,Social Sciences,Political Science and International Relations,Palgrave Macmillan UK eBooks,False,,From Statehood to Childhood: Regeneration and Changing Approaches to International Order,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2518911145,https://doi.org/10.1016/j.proeng.2016.08.179,2518911145,,2016,2010s,article,,False,en,3,Innovative Approaches in Technology and Social Development,"Business, Management and Accounting",Management of Technology and Innovation,Procedia Engineering,True,https://doi.org/10.1016/j.proeng.2016.08.179,Remotely Designed Appropriate Technology for Emergency Disaster Response in Nepal,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2558844666,https://doi.org/10.1108/rjta-03-2016-0005,2558844666,,2016,2010s,article,,False,en,3,Textile materials and evaluations,Materials Science,Polymers and Plastics,Research Journal of Textile and Apparel,False,,The development and evaluation of a speciality handknitting yarn using appropriate technology for the empowerment of women in rural India,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2592875326,https://doi.org/10.5817/soc2013-1-13,2592875326,,2013,2010s,article,,False,cs,3,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Sociální studia / Social Studies,True,https://journals.muni.cz/socialni_studia/article/download/5974/5086,Udržitelný nerůst. Nový zastřešující koncept v environmentální argumentaci?,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2886307688,https://doi.org/10.18778/1733-3180.24.06,2886307688,,2018,2010s,article,,False,pl,3,Local Governance and Planning,Social Sciences,"Geography, Planning and Development",Space - Society - Economy,True,https://czasopisma.uni.lodz.pl/space/article/download/3419/2983,Budżet partycypacyjny jako narzędzie polityki rozwoju małych miast województwa śląskiego i łódzkiego,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2915352160,https://doi.org/10.22339/jbh.v3i2.3250,2915352160,,2019,2010s,article,,False,en,3,Environmental and Cultural Studies in Latin America and Beyond,Environmental Science,Ecology,Journal of Big History,True,https://jbh.journals.villanova.edu/article/download/2406/2314,"Big History in the Ecuadorian Educational System: Theory, Practice, and Public Policies of Environmental Education",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2924016456,https://doi.org/10.1017/9781316711408,2924016456,,2019,2010s,book,,False,en,3,Environmental and Social Impact Assessments,Environmental Science,"Management, Monitoring, Policy and Law",Cambridge University Press eBooks,False,,Environmental Sustainability for Engineers and Applied Scientists,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2947056328,https://doi.org/10.4324/9780203964712-12,2947056328,,2007,2000s,article,,False,en,3,International Development and Aid,Social Sciences,Development,,False,,Witnessing the demise of the developing state: Problems for humanitarian advocacy,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2963359149,,2963359149,,2002,2000s,article,,False,en,3,Military history and social perspectives,Social Sciences,Cultural Studies,Annual Proceedings,False,,"Trinidad's Tourism: Between ""Glocal"" Heritage and National Economic Development",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2982931934,https://doi.org/10.1007/978-3-030-25654-8_5,2982931934,,2019,2010s,book-chapter,,False,en,3,Urban Green Space and Health,Environmental Science,"Health, Toxicology and Mutagenesis",Palgrave advances in luxury,False,,Future Luxury: Fashioning Wellbeing Through Holistic Design,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2991687956,,2991687956,,2013,2010s,article,,False,en,3,Economic Theory and Institutions,"Economics, Econometrics and Finance",Economics and Econometrics,Economic Issues Journal Articles,False,,Justice and History: the big problem of Wilt Chamberlain,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3212403661,,3212403661,,2018,2010s,article,,False,en,3,Islamic Finance and Banking Studies,"Business, Management and Accounting",Accounting,,False,,The Loss in Meaning: Influence of Strategy Language and Modern Financial Discourse on the Working Concepts in Islamic Banking and Finance,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1023921288,https://doi.org/10.1007/978-3-319-26459-2_20,1023921288,,2015,2010s,book-chapter,,False,en,2,Rural development and sustainability,Agricultural and Biological Sciences,General Agricultural and Biological Sciences,Lecture notes in management and industrial engineering,True,http://oa.upm.es/36740/,"Planning and Projects: Three Visionaires Friedmann, J., Trueba, I. and Ramos, A",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1500384003,,1500384003,,2015,2010s,article,,False,en,2,Energy and Environment Impacts,Environmental Science,Pollution,KTH Publication Database DiVA (KTH Royal Institute of Technology),True,http://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-166602,Power to the people : Diffusion of renewable electricity in rural areas of developing countries,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1532508174,https://doi.org/10.4000/developpementdurable.9451,1532508174,,2012,2010s,article,,False,fr,2,French Urban and Social Studies,Social Sciences,Sociology and Political Science,Développement durable et territoires,True,https://journals.openedition.org/developpementdurable/pdf/9451,La problématique du stockage des déchets ménagers et assimilés face au changement d'échelle de planification en Région Île-de-France,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1578262648,https://doi.org/10.5772/12864,1578262648,,2010,2010s,book-chapter,,False,en,2,Climate Change Policy and Economics,"Economics, Econometrics and Finance",Economics and Econometrics,InTech eBooks,True,https://www.intechopen.com/chapters/12521,New Systems Thinking and Policy Means for Sustainable Energy Development,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1644742736,,1644742736,,2012,2010s,article,,False,en,2,Theatre and Performance Studies,Arts and Humanities,Visual Arts and Performing Arts,Academic Research International,False,,Alternative Theatre paradigm: democratising the development process in Africa.,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1661427771,,1661427771,,2010,2010s,article,,False,en,2,Environmental Education and Sustainability,Environmental Science,"Management, Monitoring, Policy and Law",Murdoch Research Repository (Murdoch University),False,,Apithological system dynamics in strategic sustainability conversations,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1864821897,,1864821897,,2006,2000s,article,,False,en,2,Organic Food and Agriculture,Agricultural and Biological Sciences,Plant Science,UEA Digital Repository (University of East Anglia),True,http://hdl.handle.net/10419/80249,"Sustainable consumption, the new economics and local organic food",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1911800213,https://doi.org/10.14236/jhi.v10i3.254,1911800213,,2002,2000s,article,,False,en,2,Primary Care and Health Outcomes,Health Professions,General Health Professions,Journal of Innovation in Health Informatics,True,https://doaj.org/article/4141740fbf48418d87759ead29d3862e,The 'self-organising system' as a model for primary health care -can local autonomy and centralisation co-exist?,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1913261152,,1913261152,,2009,2000s,article,,False,en,2,ICT in Developing Communities,Computer Science,Information Systems,SHURA (Sheffield Hallam University Research Archive) (Sheffield Hallam University),False,,Human computer interaction for international development: past present and future,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1971144990,https://doi.org/10.1016/0304-4009(78)90024-4,1971144990,,1978,1970s,article,,False,en,2,Urban Green Space and Health,Environmental Science,"Health, Toxicology and Mutagenesis",Urban Ecology,False,,The quality of life concept—Transitions from the garden to the gardener,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2010487331,https://doi.org/10.1007/s12204-012-1288-7,2010487331,,2012,2010s,article,,False,en,2,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Journal of Shanghai Jiaotong University (Science),False,,"Limits to resources, economic growth and happiness",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2034661610,https://doi.org/10.3197/096327192776680106,2034661610,,1992,1990s,article,,False,en,2,"Environmental, Ecological, and Cultural Studies",Social Sciences,Sociology and Political Science,Environmental Values,False,,Ecologically Sustainable Rural Development and the Difficulty of Social Change,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2036873222,https://doi.org/10.1080/14782804.2012.656953,2036873222,,2012,2010s,article,,False,en,2,European Union Policy and Governance,Social Sciences,Political Science and International Relations,Journal of Contemporary European Studies,False,,Greening EU Studies: An Academic Manifesto,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2052813223,https://doi.org/10.1353/bcs.2012.0002,2052813223,,2012,2010s,article,,False,en,2,Nuclear Issues and Defense,Social Sciences,Political Science and International Relations,Buddhist-Christian Studies,False,,Nuclear Power after Fukushima 2011: Buddhist and Promethean Perspectives,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2055053224,https://doi.org/10.1080/00323269208402200,2055053224,,1992,1990s,article,,False,en,2,"Foucault, Power, and Ethics",Social Sciences,Sociology and Political Science,Australian Journal of Political Science,False,,In Defence of the Poor: The ‘Soul Politics’ of Jeremy Seabrook,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2059147742,https://doi.org/10.1080/10402659708426072,2059147742,,1997,1990s,article,,False,en,2,Political and Economic history of UK and US,Social Sciences,Political Science and International Relations,Peace Review,False,,Against a politics of scale,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2102038629,,2102038629,,2012,2010s,article,,False,es,2,Open Source Software Innovations,Computer Science,Computer Science Applications,,False,,Dimensiones educativas de la tecnología social,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2110997957,https://doi.org/10.1109/cie.2002.1186007,2110997957,,2003,2000s,article,,False,en,2,Technology's Impact on Media,Decision Sciences,Information Systems and Management,,False,,Towards sustainable learning,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2181749791,,2181749791,,2001,2000s,article,,False,en,2,Cocoa and Sweet Potato Agronomy,Agricultural and Biological Sciences,Horticulture,,False,,"The Influence of Available Water in 1997 on Yield of Arabica Coffee in 1998 at Aiyura, Eastern Highlands Province 1",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2251621951,https://doi.org/10.1017/cbo9780511610097.001,2251621951,,2003,2000s,book-chapter,,False,en,2,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",Arts and Humanities,History,Cambridge University Press eBooks,False,,Introduction: luxury's shadow,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2344234608,,2344234608,,2011,2010s,article,,False,en,2,International Development and Aid,Social Sciences,Development,Ghent University Academic Bibliography (Ghent University),True,https://biblio.ugent.be/publication/1108904/file/1193602.pdf,A genealogy of epistemic and technological determinism in development aid discourses,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2460736526,,2460736526,,2012,2010s,article,,False,no,2,Nonprofit Sector and Volunteering,Social Sciences,Sociology and Political Science,Duo Research Archive (University of Oslo),True,http://hdl.handle.net/11250/134904,Perspektiver på størrelse og styringslogikk i organisasjoner,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2470300372,,2470300372,,2016,2010s,article,,False,en,2,Family Business Performance and Succession,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,,False,,Family Values and Employment Relations: A Jamaican Case Study,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2472254160,,2472254160,,2009,2000s,article,,False,en,2,Innovation and Socioeconomic Development,"Business, Management and Accounting",Business and International Management,UNU Collections (United Nations University),False,,Taking Innovations to the Poor: Lessons from Sanitation Activists in India,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2477037005,https://doi.org/10.1057/978-1-137-59780-9_7,2477037005,,2016,2010s,book-chapter,,False,en,2,Economic Growth and Productivity,"Economics, Econometrics and Finance",Economics and Econometrics,Palgrave Macmillan UK eBooks,False,,‘Catch-Down’ Innovation in Developing Countries,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2484115705,https://doi.org/10.1007/978-3-319-27573-4_34,2484115705,,2016,2010s,book-chapter,,False,en,2,Islamic Finance and Banking Studies,"Business, Management and Accounting",Accounting,Eurasian studies in business and economics,False,,"The Impact of the Concepts of Human Nature on the Methodology of Humanistic Economics and Religious Motivated Streams of Economics (Buddhist, Islam and Christian)",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2486638023,https://doi.org/10.1108/s1041-7060(2009)0000014004,2486638023,,2009,2000s,book-chapter,,False,en,2,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Advances in public interest accounting,False,,Developing Schumacher's total accounting into an accountability interface between the science of climate change and the sustainability discourse,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2492096027,https://doi.org/10.1007/978-3-663-07828-9_3,2492096027,,1995,1990s,book-chapter,,False,de,2,"Weber, Simmel, Sociological Theory",Social Sciences,Sociology and Political Science,Gabler Verlag eBooks,False,,Weltbild und Selbstorganisation im Management,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2603773311,https://doi.org/10.3130/aija.82.667,2603773311,,2017,2010s,article,,False,en,2,Cultural Heritage Management and Preservation,Arts and Humanities,Archeology,Journal of Architecture and Planning (Transactions of AIJ),True,https://www.jstage.jst.go.jp/article/aija/82/733/82_667/_pdf,A COMPARATIVE ANALYSIS ON THE MORPHOLOGY OF &amp;ldquo;CULTURAL WORLD HERITAGE&amp;rdquo; ZONING,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2739440215,https://doi.org/10.18472/sustdeb.v2n2.2011.5817,2739440215,,2011,2010s,article,,False,pt,2,Agricultural risk and resilience,Agricultural and Biological Sciences,Soil Science,Sustainability in Debate,True,https://periodicos.unb.br/index.php/sust/article/download/15402/13700,Scaling up and Sustainability:,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2787426068,https://doi.org/10.1007/978-3-319-72257-3_6,2787426068,,2018,2010s,book-chapter,,False,en,2,"Conservation, Biodiversity, and Resource Management",Environmental Science,Global and Planetary Change,Advances in Asian human-environmental research,False,,"Forests, State and People: A Historical Account of Forest Management and Control in J&amp;K",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2789921594,https://doi.org/10.1007/978-981-10-7320-5_3,2789921594,,2018,2010s,book-chapter,,False,en,2,Art Therapy and Mental Health,Arts and Humanities,Conservation,,True,http://hdl.handle.net/10072/393682,Innovation: Creativity as a Renewable Resource for the Eco-City,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2996195902,,2996195902,,2019,2010s,article,,False,en,2,Innovative Human-Technology Interaction,Computer Science,Human-Computer Interaction,Cardiff Metropolitan Research Repository (Cardiff Metropolitan University),True,http://hdl.handle.net/10369/10877,Empowering indigenous communities in India through the use of design thinking methods,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3012247256,,3012247256,,2013,2010s,article,,False,en,2,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",The New Scientist,False,,Greening the grid,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3041436729,https://doi.org/10.1007/978-3-030-42630-9_3,3041436729,,2020,2020s,book-chapter,,False,en,2,Environmental law and policy,Social Sciences,Law,,False,,Designing Law for Sustainability,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3043517279,https://doi.org/10.1007/s11019-020-09966-z,3043517279,https://pubmed.ncbi.nlm.nih.gov/32683609,2020,2020s,article,,False,en,2,Expert finding and Q&A systems,Computer Science,Information Systems,Medicine Health Care and Philosophy,True,https://link.springer.com/content/pdf/10.1007/s11019-020-09966-z.pdf,Fair trade in building digital knowledge repositories: the knowledge economy as if researchers mattered,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3082306186,https://doi.org/10.2478/foli-2020-0010,3082306186,,2020,2020s,article,,False,en,2,"Gender, Labor, and Family Dynamics",Social Sciences,Gender Studies,Folia Oeconomica Stetinensia,True,https://doi.org/10.2478/foli-2020-0010,Modelling Unpaid Housework Time in Poland on the Basis of a Time Use Survey,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3109637694,https://doi.org/10.31269/triplec.v19i1.1223,3109637694,,2020,2020s,article,,False,en,2,China's Socioeconomic Reforms and Governance,Social Sciences,Political Science and International Relations,tripleC Communication Capitalism & Critique Open Access Journal for a Global Sustainable Information Society,True,https://www.triple-c.at/index.php/tripleC/article/download/1223/1402,Revisiting Friedrich Engels’s Dialectics of Nature in an Age of Digital Idealism,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3119960500,https://doi.org/10.1108/jices-03-2020-0032,3119960500,,2021,2020s,article,,False,en,2,Information Systems Theories and Implementation,Social Sciences,Sociology and Political Science,Journal of Information Communication and Ethics in Society,False,,A call to technologists to ensure that responsible outcomes arise from their innovations,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3142417136,https://doi.org/10.3122/jabfm.2021.02.210014,3142417136,https://pubmed.ncbi.nlm.nih.gov/33832994,2021,2020s,article,,False,en,2,Primary Care and Health Outcomes,Health Professions,General Health Professions,The Journal of the American Board of Family Medicine,True,https://www.jabfm.org/content/jabfp/34/2/264.full.pdf,Small Is Beautiful: Health Care With a Human Face,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W3157947325,https://doi.org/10.15407/etet2021.01.020,3157947325,,2021,2020s,article,,False,en,2,Digital Platforms and Economics,"Business, Management and Accounting",Strategy and Management,Ekonomìčna teorìâ,True,http://etet.org.ua/?page_id=189&year=2021&issueno=1&begin_page=20&mode=get_art&flang=ru,Evolution of institutional forms of competitive relations: from the first to the fourth industrial revolution,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W343668288,,343668288,,2011,2010s,article,,False,en,2,Political Philosophy and Ethics,Social Sciences,Political Science and International Relations,The Journal of Buddhist Ethics,False,,Can Buddhism Inform the Contemporary Western Liberal Debate on the Distribution of Wealth,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W36510822,https://doi.org/10.1007/978-94-007-1384-0_3,36510822,,2011,2010s,book-chapter,,False,en,2,International Development and Aid,Social Sciences,Development,"Law, governance and technology series",False,,Appropriate Mobile Technologies: Is Grassroots Empowerment for All?,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W567596153,https://doi.org/10.1007/978-3-319-15964-5_21,567596153,,2015,2010s,book-chapter,,False,en,2,Energy and Environment Impacts,Environmental Science,Pollution,Springer proceedings in energy,False,,Scale Versus Substance? Lessons from a Context-Responsive Approach to Market-Based Stove Development in Western Kenya,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W788600468,https://doi.org/10.4200/jjhg.67.1_20,788600468,,2015,2010s,article,,False,en,2,Cultural Industries and Urban Development,Social Sciences,Urban Studies,Japanese Journal of Human Geography,True,https://www.jstage.jst.go.jp/article/jjhg/67/1/67_20/_pdf,Conceptual Examination of ‘Creative Villages’: A Geographical Approach,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W79625546,https://doi.org/10.1007/bf00185346,79625546,,1982,1980s,article,,False,en,2,Agroforestry and silvopastoral systems,Agricultural and Biological Sciences,Forestry,GeoJournal,False,,The rain forest and the farmer,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W825376727,,825376727,,2012,2010s,article,,False,en,2,Creativity in Education and Neuroscience,Psychology,Experimental and Cognitive Psychology,Contemporary Readings in Law and Social Justice,False,,CREATIVE INTELLIGENCE AND ITS APPLICATION TO ENTREPRENEURIAL OPPORTUNITY AND ETHICS,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W101936305,https://doi.org/10.1007/978-94-015-8183-7_10,101936305,,1993,1990s,book-chapter,,False,en,1,Ethics in Business and Education,Decision Sciences,Information Systems and Management,Issues in business ethics,False,,The Ideals of Moralogical Management,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1119762660,https://doi.org/10.1007/978-981-287-643-0_5,1119762660,,2015,2010s,book-chapter,,False,en,1,Fashion and Cultural Textiles,Arts and Humanities,Museology,Environmental footprints and eco-design of products and processes,True,http://eprints.hud.ac.uk/id/eprint/24656/1/ShahDilemmas.pdf,Dilemmas of Development and the Reconstruction of Fashion,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1487352411,,1487352411,,2000,2000s,article,,False,en,1,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Seoul National University Open Repository (Seoul National University),False,,Sustainable Cities and Korean Ecological Traditions,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1577235979,,1577235979,,2003,2000s,article,,False,es,1,Regional Development and Innovation,Social Sciences,Development,,False,,Tecnología y Desarrollo Sustentable. Una Perspectiva Europea,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W1777149478,https://doi.org/10.1007/978-94-007-4417-2_7,1777149478,,2012,2010s,book-chapter,,False,en,1,Maritime Ports and Logistics,Engineering,Industrial and Manufacturing Engineering,Greening of industry networks studies,False,,Environmental Impacts of Korea-Europe Automotive Supply Chains; Moving Towards a More Sustainable Model,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W18565137,https://doi.org/10.1111/j.1472-765x.2008.02392.x,18565137,,2012,2010s,article,,False,en,1,Psychological Well-being and Life Satisfaction,Psychology,Social Psychology,Social alternatives,True,https://ro.uow.edu.au/lhapapers/102,Income and happiness: why isn't research acted upon?,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W198399613,https://doi.org/10.1007/978-3-662-44208-1_11,198399613,,2014,2010s,book-chapter,,False,en,1,Opportunistic and Delay-Tolerant Networks,Computer Science,Computer Networks and Communications,IFIP advances in information and communication technology,True,https://link.springer.com/content/pdf/10.1007%2F978-3-662-44208-1_11.pdf,"Computers, Time and Speed: Five Slow Tech Case Studies",W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2033315348,https://doi.org/10.1057/palgrave.bm.2540143,2033315348,,2003,2000s,editorial,,False,en,1,Academic Publishing and Open Access,Decision Sciences,Information Systems and Management,Journal of Brand Management,True,https://link.springer.com/content/pdf/10.1057%2Fpalgrave.bm.2540143.pdf,Editorial: A new source of inspiration,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W208053786,https://doi.org/10.1016/b978-0-08-024455-6.50010-x,208053786,,1980,1980s,book-chapter,,False,en,1,Regional Development and Policy,Social Sciences,Political Science and International Relations,Elsevier eBooks,False,,TECHNOLOGY TRANSFER IN THE ITALIAN MEZZOGIORNO: A MULTICRITERIA EVALUATION METHOD FOR PRIORITY ASSESSMENT,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2101663571,https://doi.org/10.18551/rjoas.2014-05.01,2101663571,,2014,2010s,article,,False,en,1,Microfinance and Financial Inclusion,"Economics, Econometrics and Finance",Economics and Econometrics,Russian Journal of Agricultural and Socio-Economic Sciences,True,https://doi.org/10.18551/rjoas.2014-05.01,THE ROLE OF MICROFINANCE IN RIGHT-BASED APPROACH TO FOOD IN AFRICA,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2123918235,https://doi.org/10.1080/2157930x.2013.764631,2123918235,,2013,2010s,article,,False,en,1,Innovation and Socioeconomic Development,"Business, Management and Accounting",Business and International Management,Innovation and Development,False,,International development partnerships and diffusion of renewable energy technologies in developing countries: cases in Latin America,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2141194944,https://doi.org/10.1017/s0022216x00022501,2141194944,,1982,1980s,article,,False,en,1,"Caribbean history, culture, and politics",Social Sciences,Cultural Studies,Journal of Latin American Studies,False,,Haitian Underdevelopment in a Historical Perspective,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2162352642,,2162352642,,2011,2010s,article,,False,en,1,Human Resource Development and Performance Evaluation,Psychology,Applied Psychology,ePublications@SCU (Southern Cross University),False,,An analysis of management development practices for senior executives in the Papua New Guinea public service,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2169511210,https://doi.org/10.1300/j064v28n04_07,2169511210,,2006,2000s,article,,False,en,1,Agricultural Engineering and Mechanization,Engineering,Mechanical Engineering,Journal of Sustainable Agriculture,False,,Intermediate Agricultural Processing Technologies for Cereal Crops in South Africa,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2186688934,,2186688934,,2013,2010s,article,,False,en,1,Entrepreneurship Studies and Influences,"Business, Management and Accounting",Management of Technology and Innovation,"International journal of research in commerce, economics and management",False,,WOMEN ENTREPRENEURIAL OPPORTUNITIES IN FOOD INDUSTRY: A CASE OF CREMICA PRODUCTS,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2188132710,,2188132710,,2008,2000s,article,,False,en,1,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",,False,,Beyond the Brundtland Report: Founding Principles for International Business and Global Economics in the 21st Century and Beyond,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2189546573,,2189546573,,2014,2010s,article,,False,en,1,Hermeneutics and Narrative Identity,Arts and Humanities,Philosophy,,False,,1 Economic Localisation Revisited,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2203831290,https://doi.org/10.18260/1-2--21899,2203831290,,2020,2020s,article,,False,en,1,Hermeneutics and Narrative Identity,Arts and Humanities,Philosophy,,True,https://peer.asee.org/21899.pdf,Scaffolding Undergraduate Engineering Design Education with the Wellbeing Framework,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2204951030,https://doi.org/10.18260/1-2--21151,2204951030,,2020,2020s,article,,False,en,1,Innovation and Socioeconomic Development,"Business, Management and Accounting",Business and International Management,,True,https://peer.asee.org/21151.pdf,Design for the Other 90% and Appropriate Technology: The Legacies of Paul Polak and E.F. Schumacher,W2054104432,1
schumacher_1974_small_is_beautiful,https://openalex.org/W2228320740,,2228320740,,2014,2010s,article,,False,en,1,Community Health and Development,Health Professions,General Health Professions,SSRN Electronic Journal,True,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2565956_code1520621.pdf?abstractid=2565956&mirid=1,Localising the Fight Against Illicit Drug Use in South Africa: A Social Development Policy Masterstroke?,W2054104432,1
